ok_2010_94_CQTA_PANATLANTICA  _6271_2
ok_2013_22365_CQTA_ENAUTA PART   _34908_2
ok_2013_22454_CQTA_TIME FOR FUN  _34792_2
ok_2013_22470_CQTA_MAGAZ LUIZA   _34733_2
ok_2013_22497_CQTA_QUALICORP     _35255_2
ok_2013_22500_CQTA_BR PHARMA     _53036_2
ok_2013_22519_CQTA_TECHNOS       _35391_2
ok_2013_22551_CQTA_SOMOS EDUCA   _34930_2
ok_2013_22594_CQTA_STATKRAFT     _36973_2
ok_2013_22616_CQTA_BTGP BANCO    _34665_2
ok_2013_22691_CQTA_LOCAMERICA    _35380_2
ok_2013_22780_CQTA_UNICASA       _35507_2
ok_2013_22799_CQTA_SINQIA        _35573_2
ok_2013_22942_CQTA_MGI PARTICIP  _36100_2
ok_2013_23035_CQTA_LINX          _34529_2
ok_2013_23159_CQTA_BBSEGURIDADE  _34493_2
ok_2013_23175_CQTA_IGUA SA       _35951_2
ok_2013_23221_CQTA_SER EDUCA     _35569_2
ok_2013_23248_CQTA_ANIMA         _35381_2
ok_2013_23264_CQTA_AMBEV SA     _35475_2
ok_2013_23272_CQTA_LOG COM PROP  _35378_2
ok_2013_23310_CQTA_CVC BRASIL    _34340_2
ok_2013_23426_CQTA_OMEGA GER     _39655_2
ok_2013_23434_CQTA_LIBRA T RIO   _39831_2
ok_2013_23485_CQTA_COSAN LOG     _41264_2
ok_2013_23493_CQTA_DOMMO         _41359_2
ok_2013_23574_CQTA_IMC SA       _45181_2
ok_2013_80020_CQTA_GP INVEST     _36004_2
ok_2013_80047_CQTA_WILSON SONS   _35778_2
ok_2013_80063_CQTA_PATAGONIA     _35977_2
ok_2013_80152_CQTA_PPLA          _34634_2
ok_2014_94_CQTA_PANATLANTICA  _44783_2
ok_2014_906_CQTA_BRADESCO      _45717_2
ok_2014_1023_CQTA_BRASIL        _45354_2
erro_2014_1155_CQTA_BANESTES      _<class 'selenium.common.exceptions.WebDriverException'>
ok_2014_1210_CQTA_BANRISUL      _44817_2
ok_2014_1325_CQTA_MERC BRASIL   _45743_2
ok_2014_1384_CQTA_ALFA INVEST   _45126_2
ok_2014_1520_CQTA_BARDELLA      _45687_2
ok_2014_1562_CQTA_BAUMER        _45739_2
ok_2014_1694_CQTA_BIC MONARK    _45821_2
ok_2014_2100_CQTA_CAMBUCI       _45595_2
ok_2014_2429_CQTA_CELUL IRANI   _44362_2
ok_2014_2437_CQTA_ELETROBRAS    _45901_2
ok_2014_2453_CQTA_CEMIG         _45347_2
ok_2014_2461_CQTA_CELESC        _45410_2
ok_2014_3069_CQTA_FERBASA       _44382_2
ok_2014_3077_CQTA_CEDRO         _45176_2
ok_2014_3115_CQTA_SEG AL BAHIA  _44366_2
ok_2014_3158_CQTA_COTEMINAS     _45598_2
ok_2014_3190_CQTA_REDE ENERGIA  _45630_2
ok_2014_3204_CQTA_CEEE-GT       _45515_2
erro_2014_3298_CQTA_HABITASUL     _<class 'selenium.common.exceptions.WebDriverException'>
ok_2014_3395_CQTA_IND CATAGUAS  _45242_2
ok_2014_3654_CQTA_MELHOR SP     _45113_2
ok_2014_3980_CQTA_GERDAU        _44714_2
ok_2014_4030_CQTA_SID NACIONAL  _44924_2
ok_2014_4081_CQTA_SANTANENSE    _45328_2
ok_2014_4146_CQTA_KARSTEN       _45559_2
ok_2014_4170_CQTA_VALE          _44296_2
ok_2014_4537_CQTA_GRAZZIOTIN    _44809_2
ok_2014_4669_CQTA_GUARARAPES    _44467_2
ok_2014_4707_CQTA_ALFA CONSORC  _45124_2
ok_2014_4723_CQTA_CONST A LIND  _44402_2
ok_2014_4820_CQTA_BRASKEM       _44019_2
ok_2014_4863_CQTA_COR RIBEIRO   _45170_2
ok_2014_5207_CQTA_DOHLER        _45153_2
ok_2014_5312_CQTA_MUNDIAL       _46282_2
ok_2014_5410_CQTA_WEG           _44241_2
ok_2014_5762_CQTA_ETERNIT       _44927_2
ok_2014_5770_CQTA_EUCATEX       _44685_2
ok_2014_6173_CQTA_FORJA TAURUS  _45572_2
ok_2014_6211_CQTA_FRAS-LE       _44877_2
ok_2014_6343_CQTA_TUPY          _44314_2
ok_2014_6505_CQTA_VIAVAREJO     _44017_2
ok_2014_6700_CQTA_HOTEIS OTHON  _45708_2
ok_2014_6815_CQTA_IGB SA       _52126_2
ok_2014_7510_CQTA_INDS ROMI     _43990_2
ok_2014_7544_CQTA_TEX RENAUX    _45524_2
ok_2014_7595_CQTA_INEPAR        _46928_2
ok_2014_7617_CQTA_ITAUSA        _43962_2
ok_2014_7811_CQTA_JOAO FORTES   _45698_2
ok_2014_7870_CQTA_KEPLER WEBER  _45143_2
ok_2014_8087_CQTA_LOJAS AMERIC  _45054_2
ok_2014_8133_CQTA_LOJAS RENNER  _44074_2
ok_2014_8192_CQTA_TREVISA       _45240_2
ok_2014_8397_CQTA_MANGELS INDL  _45670_2
ok_2014_8427_CQTA_ESTRELA       _45545_2
ok_2014_8451_CQTA_MARCOPOLO     _44201_2
ok_2014_8575_CQTA_METAL LEVE    _44994_2
ok_2014_8656_CQTA_GERDAU MET    _44902_2
ok_2014_8672_CQTA_JEREISSATI    _45483_2
ok_2014_8753_CQTA_METISA        _45165_2
ok_2014_8893_CQTA_MONT ARANHA   _45748_2
ok_2014_9040_CQTA_NADIR FIGUEI  _45569_2
ok_2014_9067_CQTA_SUZANO HOLD   _45931_2
ok_2014_9342_CQTA_DIMED         _45446_2
ok_2014_9393_CQTA_PARANAPANEMA  _44011_2
ok_2014_9512_CQTA_PETROBRAS     _46133_2
ok_2014_9989_CQTA_PET MANGUINH  _62835_2
ok_2014_10456_CQTA_ALPARGATAS    _44912_2
ok_2014_10472_CQTA_SARAIVA LIVR  _45107_2
ok_2014_10880_CQTA_SONDOTECNICA  _45533_2
ok_2014_10960_CQTA_SPRINGER      _45632_2
ok_2014_11070_CQTA_WLM IND COM   _45418_2
ok_2014_11207_CQTA_TECNOSOLO     _45728_2
ok_2014_11223_CQTA_TEKA          _45553_2
ok_2014_11231_CQTA_TEKNO         _45355_2
ok_2014_11258_CQTA_TELEBRAS      _45199_2
ok_2014_11312_CQTA_OI            _45350_2
ok_2014_11398_CQTA_CRISTAL       _45171_2
ok_2014_11762_CQTA_VULCABRAS     _44970_2
ok_2014_11932_CQTA_IOCHP-MAXION  _44254_2
ok_2014_11975_CQTA_AZEVEDO       _45502_2
ok_2014_11991_CQTA_WETZEL SA    _45283_2
ok_2014_12190_CQTA_BOMBRIL       _45592_2
ok_2014_12530_CQTA_ITAUTEC       _43656_2
ok_2014_12572_CQTA_RECRUSUL      _48877_2
ok_2014_12653_CQTA_KLABIN SA    _43996_2
ok_2014_12696_CQTA_SANSUY        _45358_2
ok_2014_12823_CQTA_ALIPERTI      _45233_2
ok_2014_13285_CQTA_JOSAPAR       _45190_2
ok_2014_13366_CQTA_HAGA SA      _45198_2
ok_2014_13471_CQTA_PLASCAR PART  _43844_2
ok_2014_13765_CQTA_MINUPAR       _44959_2
ok_2014_13773_CQTA_PORTOBELLO    _45159_2
ok_2014_13781_CQTA_SAO CARLOS    _44805_2
ok_2014_13986_CQTA_SUZANO S.A.   _44759_2
ok_2014_14109_CQTA_RANDON PART   _44934_2
ok_2014_14133_CQTA_TECTOY        _45554_2
ok_2014_14206_CQTA_BRB BANCO     _46034_2
ok_2014_14311_CQTA_COPEL         _45144_2
ok_2014_14320_CQTA_USIMINAS      _44662_2
ok_2014_14346_CQTA_WHIRLPOOL     _44364_2
ok_2014_14451_CQTA_CEB           _45397_2
ok_2014_14460_CQTA_CYRELA REALT  _45105_2
ok_2014_14664_CQTA_SCHULZ        _44983_2
ok_2014_14761_CQTA_CIA HERING    _44328_2
ok_2014_14826_CQTA_P.ACUCAR-CBD  _44071_2
ok_2014_15091_CQTA_LITEL         _45767_2
ok_2014_15253_CQTA_ENERGISA      _45466_2
ok_2014_15369_CQTA_FER C ATLANT  _45320_2
ok_2014_15458_CQTA_BATTISTELLA   _46111_2
ok_2014_15539_CQTA_NEOENERGIA    _70263_2
ok_2014_16101_CQTA_GAFISA        _44395_2
ok_2014_16292_CQTA_BRF SA        _44337_2
ok_2014_16306_CQTA_ROSSI RESID   _45074_2
ok_2014_16497_CQTA_ENCORPAR      _45601_2
ok_2014_16632_CQTA_GPC PART      _45637_2
ok_2014_16659_CQTA_PORTO SEGURO  _44245_2
ok_2014_16993_CQTA_EMAE          _45425_2
ok_2014_17329_CQTA_ENGIE BRASIL  _45623_2
ok_2014_17450_CQTA_RUMO S.A.     _53759_2
ok_2014_17493_CQTA_CAPITALPART   _45610_2
ok_2014_17558_CQTA_SELECTPART    _45608_2
ok_2014_17639_CQTA_TIM PART SA  _44085_2
ok_2014_17671_CQTA_TELEF BRASIL  _44240_2
ok_2014_17892_CQTA_SANTOS BRP    _43953_2
ok_2014_17914_CQTA_MMX MINER     _45626_2
ok_2014_17922_CQTA_BRAZILIAN FR  _44089_2
ok_2014_17973_CQTA_KROTON        _46008_2
ok_2014_18287_CQTA_CIBRASEC      _44749_2
ok_2014_18376_CQTA_TRAN PAULIST  _44330_2
ok_2014_18414_CQTA_IDEIASNET     _45597_2
ok_2014_18465_CQTA_ULTRAPAR      _44281_2
ok_2014_18660_CQTA_CPFL ENERGIA  _45342_2
ok_2014_18708_CQTA_PAR AL BAHIA  _45361_2
ok_2014_18724_CQTA_BRADESPAR     _45084_2
ok_2014_18775_CQTA_INVEPAR       _45585_2
ok_2014_18821_CQTA_CCR SA        _45811_2
ok_2014_18953_CQTA_CPFL GERACAO  _45344_2
ok_2014_18970_CQTA_AES TIETE E   _44291_2
ok_2014_19062_CQTA_AGPART        _45718_2
ok_2014_19100_CQTA_LIQ           _44808_2
ok_2014_19305_CQTA_BIOMM         _44801_2
ok_2014_19330_CQTA_TRIUNFO PART  _45341_2
ok_2014_19348_CQTA_ITAUUNIBANCO  _43750_2
ok_2014_19437_CQTA_AGCONCESSOES  _45711_2
ok_2014_19445_CQTA_COPASA        _45826_2
ok_2014_19453_CQTA_ECORODOVIAS   _45024_2
ok_2014_19550_CQTA_NATURA        _44015_2
ok_2014_19569_CQTA_GOL           _45596_2
ok_2014_19615_CQTA_GRENDENE      _44045_2
ok_2014_19623_CQTA_DASA          _45162_2
ok_2014_19658_CQTA_POMIFRUTAS    _44954_2
ok_2014_19739_CQTA_LOCALIZA      _45167_2
ok_2014_19763_CQTA_ENERGIAS BR   _44445_2
ok_2014_19836_CQTA_COSAN         _45071_2
ok_2014_19879_CQTA_LIGHT SA     _44829_2
ok_2014_19909_CQTA_BR MALLS PAR  _44919_2
ok_2014_19925_CQTA_BR PROPERT    _44050_2
ok_2014_19992_CQTA_TOTVS         _43677_2
ok_2014_20010_CQTA_EQUATORIAL    _44231_2
ok_2014_20028_CQTA_VALID         _44748_2
ok_2014_20060_CQTA_LUPATECH      _45471_2
ok_2014_20087_CQTA_EMBRAER       _44997_2
ok_2014_20125_CQTA_ODONTOPREV    _44667_2
ok_2014_20184_CQTA_CCX CARVAO    _45680_2
ok_2014_20257_CQTA_TAESA         _44926_2
ok_2014_20338_CQTA_M.DIASBRANCO  _44390_2
ok_2014_20346_CQTA_PROFARMA      _76147_2
ok_2014_20354_CQTA_TERRA SANTA   _45487_2
ok_2014_20362_CQTA_POSITIVO TEC  _44812_2
ok_2014_20370_CQTA_LOPES BRASIL  _46779_2
ok_2014_20435_CQTA_TECNISA       _45154_2
ok_2014_20451_CQTA_RNI           _45095_2
ok_2014_20478_CQTA_PDG REALT     _45065_2
ok_2014_20494_CQTA_IGUATEMI      _45090_2
ok_2014_20524_CQTA_EVEN          _44977_2
ok_2014_20532_CQTA_SANTANDER BR  _45724_2
ok_2014_20540_CQTA_CPFL RENOVAV  _45212_2
ok_2014_20567_CQTA_PINE          _45101_2
ok_2014_20575_CQTA_JBS           _58532_2
ok_2014_20605_CQTA_JHSF PART     _44953_2
ok_2014_20613_CQTA_METALFRIO     _44434_2
ok_2014_20630_CQTA_CR2           _45002_2
ok_2014_20702_CQTA_VIVER         _45696_2
ok_2014_20710_CQTA_LOG-IN        _45067_2
ok_2014_20745_CQTA_SLC AGRICOLA  _44921_2
ok_2014_20770_CQTA_EZTEC         _45072_2
ok_2014_20788_CQTA_MARFRIG       _44411_2
ok_2014_20800_CQTA_TEGMA         _45323_2
ok_2014_20877_CQTA_HELBOR        _45204_2
ok_2014_20885_CQTA_INDUSVAL      _45567_2
ok_2014_20915_CQTA_MRV           _44802_2
ok_2014_20931_CQTA_MINERVA       _45416_2
ok_2014_20958_CQTA_ABC BRASIL    _45460_2
ok_2014_20966_CQTA_SPRINGS       _45263_2
ok_2014_20982_CQTA_MULTIPLAN     _44230_2
ok_2014_20990_CQTA_B2W DIGITAL   _45058_2
ok_2014_21016_CQTA_ESTACIO PART  _45097_2
ok_2014_21032_CQTA_ALGAR TELEC   _44426_2
ok_2014_21040_CQTA_CYRE COM-CCP  _45135_2
ok_2014_21091_CQTA_DURATEX       _43803_2
ok_2014_21121_CQTA_SUL AMERICA   _44329_2
ok_2014_21130_CQTA_TRISUL        _45096_2
ok_2014_21148_CQTA_TENDA         _60084_2
ok_2014_21156_CQTA_J.MACEDO      _44433_2
ok_2014_21180_CQTA_BR BROKERS    _45116_2
ok_2014_21199_CQTA_BANCO PAN     _48035_2
ok_2014_21237_CQTA_ENEVA         _45339_2
ok_2014_21300_CQTA_ALIANSCE      _45332_2
ok_2014_21334_CQTA_NUTRIPLANT    _45140_2
ok_2014_21342_CQTA_OSX BRASIL    _45991_2
ok_2014_21350_CQTA_DIRECIONAL    _45000_2
ok_2014_21393_CQTA_CELGPAR       _46200_2
ok_2014_21431_CQTA_HYPERA        _43885_2
ok_2014_21440_CQTA_LE LIS BLANC  _44975_2
ok_2014_21490_CQTA_ALUPAR        _44807_2
ok_2014_21555_CQTA_UNIDAS        _44732_2
ok_2014_21610_CQTA_B3            _43992_2
ok_2014_21636_CQTA_RENOVA        _44698_2
ok_2014_21717_CQTA_TARPON INV    _43987_2
ok_2014_21725_CQTA_ADVANCED-DH   _47330_2
ok_2014_21733_CQTA_CIELO         _43681_2
ok_2014_21881_CQTA_FLEURY        _45260_2
ok_2014_21903_CQTA_ECON          _45025_2
ok_2014_22020_CQTA_JSL           _44016_2
ok_2014_22055_CQTA_LOJAS MARISA  _44073_2
ok_2014_22187_CQTA_PETRORIO      _45604_2
ok_2014_22217_CQTA_ALPER S.A.    _45484_2
ok_2014_22349_CQTA_AREZZO CO     _44468_2
ok_2014_22357_CQTA_SIERRABRASIL  _44668_2
ok_2014_22365_CQTA_ENAUTA PART   _45003_2
ok_2014_22454_CQTA_TIME FOR FUN  _44451_2
ok_2014_22470_CQTA_MAGAZ LUIZA   _44332_2
ok_2014_22497_CQTA_QUALICORP     _45335_2
ok_2014_22500_CQTA_BR PHARMA     _45264_2
ok_2014_22519_CQTA_TECHNOS       _44358_2
ok_2014_22551_CQTA_SOMOS EDUCA   _46945_2
ok_2014_22594_CQTA_STATKRAFT     _45142_2
ok_2014_22616_CQTA_BTGP BANCO    _44293_2
ok_2014_22691_CQTA_LOCAMERICA    _45221_2
ok_2014_22780_CQTA_UNICASA       _45108_2
ok_2014_22799_CQTA_SINQIA        _52403_2
ok_2014_22942_CQTA_MGI PARTICIP  _45189_2
ok_2014_23035_CQTA_LINX          _44075_2
ok_2014_23159_CQTA_BBSEGURIDADE  _43964_2
ok_2014_23175_CQTA_IGUA SA       _45378_2
ok_2014_23221_CQTA_SER EDUCA     _45754_2
ok_2014_23248_CQTA_ANIMA         _44335_2
ok_2014_23264_CQTA_AMBEV SA     _44295_2
ok_2014_23272_CQTA_LOG COM PROP  _44385_2
ok_2014_23280_CQTA_OURO VERDE    _43798_2
ok_2014_23310_CQTA_CVC BRASIL    _43952_2
ok_2014_23426_CQTA_OMEGA GER     _45625_2
ok_2014_23434_CQTA_LIBRA T RIO   _45662_2
ok_2014_23485_CQTA_COSAN LOG     _45059_2
ok_2014_23493_CQTA_DOMMO         _45164_2
ok_2014_23507_CQTA_OUROFINO SA  _45257_2
ok_2014_23574_CQTA_IMC SA       _45577_2
erro_2014_23590_CQTA_WIZ S.A.      _<class 'selenium.common.exceptions.WebDriverException'>
ok_2014_23710_CQTA_BR HOME       _50803_2
erro_2014_23817_CQTA_BRQ           _<class 'selenium.common.exceptions.WebDriverException'>
ok_2014_23825_CQTA_MOVIDA        _53148_2
ok_2014_80020_CQTA_GP INVEST     _45720_2
ok_2014_80047_CQTA_WILSON SONS   _45202_2
ok_2014_80063_CQTA_PATAGONIA     _45714_2
ok_2014_80152_CQTA_PPLA          _44299_2
ok_2015_94_CQTA_PANATLANTICA  _54159_2
ok_2015_906_CQTA_BRADESCO      _53890_2
ok_2015_1023_CQTA_BRASIL        _57534_2
ok_2015_1155_CQTA_BANESTES      _57132_2
ok_2015_1210_CQTA_BANRISUL      _54017_2
ok_2015_1325_CQTA_MERC BRASIL   _54743_2
ok_2015_1384_CQTA_ALFA INVEST   _55072_2
ok_2015_1520_CQTA_BARDELLA      _54552_2
ok_2015_1562_CQTA_BAUMER        _54918_2
ok_2015_1694_CQTA_BIC MONARK    _54140_2
ok_2015_2100_CQTA_CAMBUCI       _56887_2
ok_2015_2429_CQTA_CELUL IRANI   _53705_2
ok_2015_2437_CQTA_ELETROBRAS    _54894_2
ok_2015_2453_CQTA_CEMIG         _60912_2
ok_2015_2461_CQTA_CELESC        _54595_2
ok_2015_3069_CQTA_FERBASA       _53856_2
ok_2015_3077_CQTA_CEDRO         _54877_2
ok_2015_3115_CQTA_SEG AL BAHIA  _53689_2
ok_2015_3158_CQTA_COTEMINAS     _54885_2
ok_2015_3190_CQTA_REDE ENERGIA  _54336_2
ok_2015_3204_CQTA_CEEE-GT       _55162_2
ok_2015_3298_CQTA_HABITASUL     _54502_2
ok_2015_3395_CQTA_IND CATAGUAS  _54072_2
ok_2015_3654_CQTA_MELHOR SP     _54376_2
ok_2015_3980_CQTA_GERDAU        _54055_2
ok_2015_4030_CQTA_SID NACIONAL  _60923_2
ok_2015_4081_CQTA_SANTANENSE    _54640_2
ok_2015_4146_CQTA_KARSTEN       _54519_2
ok_2015_4170_CQTA_VALE          _53612_2
ok_2015_4537_CQTA_GRAZZIOTIN    _53698_2
ok_2015_4669_CQTA_GUARARAPES    _53595_2
ok_2015_4707_CQTA_ALFA CONSORC  _54188_2
ok_2015_4723_CQTA_CONST A LIND  _53501_2
ok_2015_4820_CQTA_BRASKEM       _53451_2
ok_2015_4863_CQTA_COR RIBEIRO   _54345_2
ok_2015_5207_CQTA_DOHLER        _54356_2
ok_2015_5258_CQTA_RAIADROGASIL  _53458_2
ok_2015_5312_CQTA_MUNDIAL       _55204_2
ok_2015_5410_CQTA_WEG           _53579_2
ok_2015_5762_CQTA_ETERNIT       _54532_2
ok_2015_5770_CQTA_EUCATEX       _53955_2
ok_2015_6173_CQTA_FORJA TAURUS  _54458_2
ok_2015_6211_CQTA_FRAS-LE       _54266_2
ok_2015_6343_CQTA_TUPY          _53829_2
ok_2015_6505_CQTA_VIAVAREJO     _58276_2
ok_2015_6700_CQTA_HOTEIS OTHON  _54759_2
ok_2015_6815_CQTA_IGB SA       _56734_2
ok_2015_7510_CQTA_INDS ROMI     _53398_2
ok_2015_7544_CQTA_TEX RENAUX    _54928_2
ok_2015_7595_CQTA_INEPAR        _57732_2
ok_2015_7617_CQTA_ITAUSA        _53474_2
ok_2015_7811_CQTA_JOAO FORTES   _54934_2
ok_2015_7870_CQTA_KEPLER WEBER  _54201_2
ok_2015_8087_CQTA_LOJAS AMERIC  _54128_2
ok_2015_8133_CQTA_LOJAS RENNER  _53231_2
ok_2015_8192_CQTA_TREVISA       _54230_2
ok_2015_8397_CQTA_MANGELS INDL  _54676_2
ok_2015_8427_CQTA_ESTRELA       _54853_2
ok_2015_8451_CQTA_MARCOPOLO     _53544_2
ok_2015_8575_CQTA_METAL LEVE    _54197_2
ok_2015_8656_CQTA_GERDAU MET    _54056_2
ok_2015_8672_CQTA_JEREISSATI    _54394_2
ok_2015_8753_CQTA_METISA        _54409_2
ok_2015_8893_CQTA_MONT ARANHA   _54790_2
ok_2015_9040_CQTA_NADIR FIGUEI  _54382_2
ok_2015_9067_CQTA_SUZANO HOLD   _54455_2
ok_2015_9342_CQTA_DIMED         _54591_2
ok_2015_9393_CQTA_PARANAPANEMA  _53323_2
ok_2015_9415_CQTA_SPTURIS       _54694_2
ok_2015_9512_CQTA_PETROBRAS     _54255_2
ok_2015_9989_CQTA_PET MANGUINH  _68337_2
ok_2015_10456_CQTA_ALPARGATAS    _53857_2
ok_2015_10472_CQTA_SARAIVA LIVR  _54646_2
ok_2015_10880_CQTA_SONDOTECNICA  _54565_2
ok_2015_10960_CQTA_SPRINGER      _54871_2
ok_2015_11070_CQTA_WLM IND COM   _54616_2
ok_2015_11207_CQTA_TECNOSOLO     _54847_2
ok_2015_11223_CQTA_TEKA          _54976_2
ok_2015_11231_CQTA_TEKNO         _54550_2
ok_2015_11258_CQTA_TELEBRAS      _54306_2
ok_2015_11312_CQTA_OI            _54404_2
ok_2015_11398_CQTA_CRISTAL       _54402_2
ok_2015_11762_CQTA_VULCABRAS     _68932_2
ok_2015_11932_CQTA_IOCHP-MAXION  _53644_2
ok_2015_11975_CQTA_AZEVEDO       _54496_2
ok_2015_11991_CQTA_WETZEL SA    _55138_2
ok_2015_12190_CQTA_BOMBRIL       _54649_2
ok_2015_12319_CQTA_J B DUARTE    _55604_2
ok_2015_12530_CQTA_ITAUTEC       _53235_2
ok_2015_12572_CQTA_RECRUSUL      _59130_2
ok_2015_12653_CQTA_KLABIN SA    _53175_2
ok_2015_12696_CQTA_SANSUY        _53670_2
ok_2015_12823_CQTA_ALIPERTI      _54709_2
ok_2015_13285_CQTA_JOSAPAR       _54427_2
ok_2015_13366_CQTA_HAGA SA      _54480_2
ok_2015_13471_CQTA_PLASCAR PART  _54547_2
ok_2015_13765_CQTA_MINUPAR       _53986_2
ok_2015_13773_CQTA_PORTOBELLO    _54031_2
ok_2015_13781_CQTA_SAO CARLOS    _53952_2
ok_2015_13986_CQTA_SUZANO S.A.   _53473_2
ok_2015_14109_CQTA_RANDON PART   _54341_2
ok_2015_14133_CQTA_TECTOY        _54611_2
ok_2015_14206_CQTA_BRB BANCO     _54940_2
ok_2015_14311_CQTA_COPEL         _54155_2
ok_2015_14320_CQTA_USIMINAS      _53450_2
ok_2015_14346_CQTA_WHIRLPOOL     _53447_2
ok_2015_14451_CQTA_CEB           _54702_2
ok_2015_14460_CQTA_CYRELA REALT  _54386_2
ok_2015_14664_CQTA_SCHULZ        _54447_2
ok_2015_14761_CQTA_CIA HERING    _53643_2
ok_2015_14826_CQTA_P.ACUCAR-CBD  _58356_2
ok_2015_15091_CQTA_LITEL         _54625_2
ok_2015_15253_CQTA_ENERGISA      _54302_2
ok_2015_15458_CQTA_BATTISTELLA   _54548_2
ok_2015_15539_CQTA_NEOENERGIA    _70264_2
ok_2015_16101_CQTA_GAFISA        _53837_2
ok_2015_16292_CQTA_BRF SA        _53666_2
ok_2015_16306_CQTA_ROSSI RESID   _54779_2
ok_2015_16497_CQTA_ENCORPAR      _54887_2
ok_2015_16632_CQTA_GPC PART      _55550_2
ok_2015_16659_CQTA_PORTO SEGURO  _53196_2
ok_2015_16993_CQTA_EMAE          _54460_2
ok_2015_17329_CQTA_ENGIE BRASIL  _53572_2
ok_2015_17450_CQTA_RUMO S.A.     _54674_2
ok_2015_17493_CQTA_CAPITALPART   _54720_2
ok_2015_17558_CQTA_SELECTPART    _54722_2
ok_2015_17639_CQTA_TIM PART SA  _53230_2
ok_2015_17671_CQTA_TELEF BRASIL  _53605_2
ok_2015_17892_CQTA_SANTOS BRP    _53956_2
ok_2015_17914_CQTA_MMX MINER     _54794_2
ok_2015_17922_CQTA_BRAZILIAN FR  _53262_2
ok_2015_17973_CQTA_KROTON        _54054_2
ok_2015_18287_CQTA_CIBRASEC      _54057_2
ok_2015_18368_CQTA_GER PARANAP   _54524_2
ok_2015_18376_CQTA_TRAN PAULIST  _55192_2
ok_2015_18414_CQTA_IDEIASNET     _54210_2
ok_2015_18465_CQTA_ULTRAPAR      _53442_2
ok_2015_18660_CQTA_CPFL ENERGIA  _54212_2
ok_2015_18708_CQTA_PAR AL BAHIA  _54585_2
ok_2015_18724_CQTA_BRADESPAR     _54217_2
ok_2015_18775_CQTA_INVEPAR       _55321_2
ok_2015_18821_CQTA_CCR SA        _53651_2
ok_2015_18953_CQTA_CPFL GERACAO  _54216_2
ok_2015_18970_CQTA_AES TIETE E   _53577_2
ok_2015_19062_CQTA_AGPART        _56779_2
ok_2015_19100_CQTA_LIQ           _54443_2
ok_2015_19305_CQTA_BIOMM         _54157_2
ok_2015_19330_CQTA_TRIUNFO PART  _56256_2
ok_2015_19348_CQTA_ITAUUNIBANCO  _53154_2
ok_2015_19437_CQTA_AGCONCESSOES  _54913_2
ok_2015_19445_CQTA_COPASA        _54029_2
ok_2015_19453_CQTA_ECORODOVIAS   _54087_2
ok_2015_19550_CQTA_NATURA        _53441_2
ok_2015_19569_CQTA_GOL           _54661_2
ok_2015_19615_CQTA_GRENDENE      _53646_2
ok_2015_19623_CQTA_DASA          _54381_2
ok_2015_19658_CQTA_POMIFRUTAS    _57896_2
ok_2015_19739_CQTA_LOCALIZA      _53834_2
ok_2015_19763_CQTA_ENERGIAS BR   _53798_2
ok_2015_19836_CQTA_COSAN         _53472_2
ok_2015_19879_CQTA_LIGHT SA     _60681_2
ok_2015_19909_CQTA_BR MALLS PAR  _54051_2
ok_2015_19925_CQTA_BR PROPERT    _53400_2
ok_2015_19992_CQTA_TOTVS         _54126_2
ok_2015_20010_CQTA_EQUATORIAL    _68808_2
ok_2015_20028_CQTA_VALID         _55235_2
ok_2015_20060_CQTA_LUPATECH      _54603_2
ok_2015_20087_CQTA_EMBRAER       _54195_2
ok_2015_20125_CQTA_ODONTOPREV    _53947_2
ok_2015_20184_CQTA_CCX CARVAO    _54780_2
ok_2015_20257_CQTA_TAESA         _54034_2
ok_2015_20338_CQTA_M.DIASBRANCO  _53692_2
ok_2015_20346_CQTA_PROFARMA      _73371_2
ok_2015_20354_CQTA_TERRA SANTA   _54377_2
ok_2015_20362_CQTA_POSITIVO TEC  _54390_2
ok_2015_20370_CQTA_LOPES BRASIL  _54337_2
ok_2015_20435_CQTA_TECNISA       _54299_2
ok_2015_20451_CQTA_RNI           _54150_2
ok_2015_20478_CQTA_PDG REALT     _54655_2
ok_2015_20494_CQTA_IGUATEMI      _53929_2
ok_2015_20524_CQTA_EVEN          _54715_2
ok_2015_20532_CQTA_SANTANDER BR  _53729_2
ok_2015_20540_CQTA_CPFL RENOVAV  _54127_2
ok_2015_20567_CQTA_PINE          _53984_2
ok_2015_20575_CQTA_JBS           _64175_2
ok_2015_20605_CQTA_JHSF PART     _54766_2
ok_2015_20613_CQTA_METALFRIO     _53755_2
ok_2015_20630_CQTA_CR2           _54094_2
ok_2015_20702_CQTA_VIVER         _54762_2
ok_2015_20710_CQTA_LOG-IN        _54153_2
ok_2015_20745_CQTA_SLC AGRICOLA  _53951_2
ok_2015_20770_CQTA_EZTEC         _54645_2
ok_2015_20788_CQTA_MARFRIG       _53704_2
ok_2015_20800_CQTA_TEGMA         _54245_2
ok_2015_20877_CQTA_HELBOR        _54753_2
ok_2015_20885_CQTA_INDUSVAL      _54516_2
ok_2015_20915_CQTA_MRV           _53894_2
ok_2015_20931_CQTA_MINERVA       _53924_2
ok_2015_20958_CQTA_ABC BRASIL    _54620_2
ok_2015_20966_CQTA_SPRINGS       _53760_2
ok_2015_20982_CQTA_MULTIPLAN     _53601_2
ok_2015_20990_CQTA_B2W DIGITAL   _54096_2
