;3.01;3.01.01;3.01.01.01;3.01.01.02;3.01.02;3.01.02.01;3.01.02.02;3.01.03;3.01.03.01;3.01.03.02;3.01.03.03;3.01.04;3.01.04.01;3.01.04.02;3.01.04.03;3.01.05;3.01.06;3.01.07;3.01.08;3.01.09;3.01.10;3.01.11;3.01.12;3.01.13;3.01.14;3.01.15;3.01.16;3.01.17;3.02;3.02.01;3.02.01.01;3.02.01.02;3.02.01.03;3.02.02;3.02.02.01;3.02.02.02;3.02.02.03;3.02.03;3.02.03.01;3.02.03.02;3.02.03.03;3.02.04;3.02.04.01;3.02.04.02;3.02.04.03;3.02.05;3.02.06;3.02.07;3.02.08;3.02.09;3.02.10;3.02.11;3.02.12;3.02.13;3.02.14;3.02.15;3.02.16;3.02.17;3.03;3.04;3.04.01;3.04.01.01;3.04.01.02;3.04.01.03;3.04.01.04;3.04.01.05;3.04.01.06;3.04.01.07;3.04.01.08;3.04.01.09;3.04.01.10;3.04.01.11;3.04.01.12;3.04.01.13;3.04.01.14;3.04.01.15;3.04.01.16;3.04.01.17;3.04.01.18;3.04.01.20;3.04.02;3.04.02.01;3.04.02.02;3.04.02.03;3.04.02.04;3.04.02.05;3.04.02.06;3.04.02.07;3.04.02.08;3.04.02.09;3.04.02.10;3.04.02.11;3.04.02.12;3.04.02.13;3.04.02.14;3.04.02.15;3.04.02.16;3.04.02.17;3.04.02.18;3.04.02.19;3.04.02.20;3.04.03;3.04.03.01;3.04.03.02;3.04.03.03;3.04.03.04;3.04.03.05;3.04.03.06;3.04.04;3.04.04.01;3.04.04.02;3.04.04.03;3.04.04.04;3.04.04.05;3.04.04.06;3.04.04.07;3.04.04.08;3.04.04.09;3.04.04.10;3.04.04.11;3.04.04.12;3.04.04.13;3.04.04.14;3.04.04.20;3.04.05;3.04.05.01;3.04.05.02;3.04.05.03;3.04.05.04;3.04.05.05;3.04.05.06;3.04.05.07;3.04.05.08;3.04.05.09;3.04.05.10;3.04.05.11;3.04.05.12;3.04.05.13;3.04.05.14;3.04.05.20;3.04.06;3.04.06.01;3.04.06.02;3.04.06.03;3.04.06.04;3.04.06.05;3.04.06.06;3.04.06.07;3.04.07;3.04.07.01;3.04.08;3.05;3.05.01;3.05.02;3.05.03;3.05.04;3.05.05;3.05.06;3.06;3.06.01;3.06.01.01;3.06.01.02;3.06.01.03;3.06.01.04;3.06.01.05;3.06.01.06;3.06.01.07;3.06.01.08;3.06.01.09;3.06.02;3.06.02.01;3.06.02.02;3.06.02.03;3.06.02.04;3.06.02.05;3.06.02.06;3.06.02.07;3.06.02.08;3.06.02.09;3.06.02.10;3.06.02.11;3.07;3.08;3.08.01;3.08.01.01;3.08.02;3.09;3.09.01;3.09.02;3.10;3.10.01;3.10.01.01;3.10.01.02;3.10.01.03;3.10.01.04;3.10.01.20;3.10.02;3.10.02.01;3.10.02.02;3.10.02.03;3.11;3.11.01;3.11.02;3.12;3.12.01;3.12.02;3.13;3.13.01;3.13.02;3.99;3.99.01;3.99.01.01;3.99.01.02;3.99.01.03;3.99.01.04;3.99.02;3.99.02.01;3.99.02.02;3.99.02.03;3.99.02.04;ano;cvm;empresa_descr
valores;425.830;;;;;;;;;;;;;;;;;;;;;;;;;;;;-353.072;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72.758;-68.010;;;;;;;;;;;;;;;;;;;;;-67.140;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;-870;;;;;;;;;;;;;;;;;;;;;;;;;;;4.748;;;;;;;-2.867;1.322;;;;;;;;;;-4.189;;;;;;;;;;;;1.881;-951;-3.505;;2.554;930;;;;;;;;;;;;;;930;897;33;;;;;;;;;0,00690;0,00690;;;;;;;;2014;23817;BRQ
valores;60.263;;;;;;;;;;;;;;;;;;;;;;;;;;;;-39.252;-23.947;;;;-15.305;;;;;;;;;;;;;;;;;;;;;;;;;21.011;-10.349;;;;;;;;;;;;;;;;;;;;;-10.125;-10.125;;;;;;;;;;;;;;;;;;;;;;;;;;;-195;-195;;;;;;;;;;;;;;;-29;-29;;;;;;;;;;;;;;;;;;;;;;;;;;10.662;;;;;;;-4.926;540;;;;;;;;;;-5.466;;;;;;;;;;;;5.736;-970;-970;;;4.766;;;;;;;;;;;;;;4.766;4.766;;;;;;;;;;;;;;;;;;;2014;23825;MOVIDA
valores;738.499;;;;;;;;;;;;;;;;;;;;;;;;;;;;-515.808;29.416;;;;-545.224;;;;;;;;;;;;;;;;;;;;;;;;;222.691;-122.976;-70.738;;;;;;;;;;;;;;;;;;;;-46.970;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.158;;;;;;;;;;;;;;;;-16.426;;;;;;;;;;;;;;;;;;;;;;;;;;;99.715;;;;;;;-71.339;25.159;;;;;;;;;;-96.498;;;;;;;;;;;;28.376;28.203;-400;;28.603;56.579;;;;;;;;;;;;;;56.579;56.579;0;;;;;;;;;0,34430;0,34430;;;;;;;;2014;2429;CELUL IRANI
valores;30.244.854;;;;;;;;;;;;;;;;;;;;;;;;;;;;-16.327.359;-10.424.699;;;;-1.523.379;;;;-1.479.633;;;;-2.899.648;;;;;;;;;;;;;;;;;13.917.495;-15.874.104;;;;;;;;;;;;;;;;;;;;;-14.657.264;-8.485.373;;;;;-386.824;;-1.777.296;-1.861.707;-251.415;-219.299;0;-1.675.350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.216.840;;;;;;;;;;;-1.956.609;;;;;;;694.625;5.205.754;1.071.107;1.020.654;323.300;346.141;295.553;1.018.952;382.614;747.433;;-4.511.129;-3.365.085;-279.716;-87.047;0;-779.281;;;;;;;-1.261.984;-1.700.518;-82.483;;-1.618.035;-2.962.502;;;;;;;;;;;;;;-2.962.502;-3.031.055;68.553;;;;;;;;;-2,24085;-2,24085;-2,24085;;;;;;;2014;2437;ELETROBRAS
valores;19.539.578;;;;;;;;;;;;;;;;;;;;;;;;;;;;-12.802.483;-7.428.381;;;;-744.431;;;;-254.488;;;;-999.362;;;;-340.460;-735.935;-778.792;-262.304;-127.200;-941.795;-189.335;;;;;;;6.737.095;-1.156.697;-128.416;;;;;;;;;;;;;;;;;;;;-654.352;;;;;;;;;;;;;;;;;;;;;;;;;;;;280.945;0;280.945;;;;;;;;;;;;;;-865.358;-865.358;0;;;;;;;;;;;;;;210.484;210.484;;;;;;;;;;5.580.398;;;;;;;-1.100.988;592.684;;;;;;;;;;-1.693.672;;;;;;;;;;;;4.479.410;-1.342.507;-1.259.226;;-83.281;3.136.903;;;;;;;;;;;;;;3.136.903;3.136.639;264;;;;;;;;;2,49000;2,49000;;;;;;;;2014;2453;CEMIG
valores;6.246.243;5.446.423;;;346.924;;;452.896;;;;;;;;;;;;;;;;;;;;;-5.225.067;-4.878.143;;;;-346.924;;;;;;;;;;;;;;;;;;;;;;;;;1.021.176;-234.171;-154.191;;;;;;;;;;;;;;;;;;;;-319.089;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;200.592;;;;;;;;;;;;;;;;38.517;;;;;;;;;;;787.005;;;;;;;47.510;241.215;;;;;;;;;;-193.705;;;;;;;;;;;;834.515;-321.460;-41.104;;-280.356;513.055;;;;;;;;;;;;;;513.055;513.055;;;;;;;;;;12,55150;13,80660;;;;12,55150;13,80660;;;2014;2461;CELESC
valores;828.247;;;;;;;;;;;;;;;;;;;;;;;;;;;;-644.580;-651.298;;;;6.718;;;;;;;;;;;;;;;;;;;;;;;;;183.667;-109.381;-11.087;;;;;;;;;;;;;;;;;;;;-73.942;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-24.352;;;;;;;;;;;;;;;;;;;;;;;;;;;74.286;;;;;;;29.067;33.665;;;;;;;;;;-4.598;;;;;;;;;;;;103.353;-11.658;-17.694;;6.036;91.695;;;;;;;;;;;;;;91.695;91.409;286;;;;;;;;;0,98440;1,08280;;;;;;;;2014;3069;FERBASA
valores;563.973;;;;;;;;;;;;;;;;;;;;;;;;;;;;-484.607;-478.636;;;;-5.971;;;;;;;;;;;;;;;;;;;;;;;;;79.366;-66.712;-44.896;;;;;;;;;;;;;;;;;;;;-24.262;-4.038;-20.224;;;;;;;;;;;;;;;;;;;;;;;;;;15.683;;;;;;;;;;;;;;;;-13.237;-4.549;-8.688;;;;;;;;;;;;;;;;;;;;;;;;;12.654;;;;;;;-26.274;19.838;4.022;15.816;;;;;;;;-46.112;-28.343;-17.769;;;;;;;;;;-13.620;3.226;-543;;3.769;-10.394;;;;;;;;;;;;;;-10.394;-9.622;-772;;;;;;;;;-0,96000;-0,96000;;;;-0,96000;-0,96000;;;2014;3077;CEDRO
valores;53.451;53.451;49.393;4.058;;;;;;;;;;;;;;;;;;;;;;;;;-46.774;-46.774;-33.745;-6.771;-6.258;;;;;;;;;;;;;;;;;;;;;;;;;;6.677;-28.724;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.581;;;;;;;;;;;;;;;;;;;;;;;;;;-27.143;-909;1.411;-2.929;592;17;;;52.354;52.354;;;;;;;;;;;;;;;;;;;;;;29.398;6.599;22.357;;-15.758;35.997;;;102;102;;;;;;;;;;36.099;;;;;;36.099;36.099;;;;4,70000;4,70000;;;;;;;;2014;3115;SEG AL BAHIA
valores;2.449.583;2.449.583;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.832.895;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;616.688;-571.783;-339.764;;;;;;;;;;;;;;;;;;;;-186.330;-167.617;-13.787;-4.926;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-45.689;;;;;;;;;;;44.905;;;;;;;-142.525;42.664;29.943;12.721;;;;;;;;-185.189;-129.279;-55.910;0;;;;;;;;;-97.620;7.662;3.543;;4.119;-89.958;;;0;0;;;0;;;;;;;-89.958;-76.452;-13.506;;;;;;;;;-0,62390;-0,62390;;;;-0,62390;-0,62390;;;2014;3158;COTEMINAS
valores;4.889.415;;;;;;;;;;;;;;;;;;;;;;;;;;;;-3.868.867;-2.328.728;;;;-138.191;;;;-219.451;;;;-40.375;;;;-195.744;-407.317;0;0;0;0;0;-525.668;0;-4.554;-8.839;;;1.020.548;-45.857;-88.029;;;;;;;;;;;;;;;;;;;;-389.649;;;;;;;;;;;;;;;;;;;;;;;;;;;;476.712;;;;;;;;;;;;;;;;-44.891;;;;;;;;;;;;;;;;0;0;;;;;;;;;;974.691;;;;;;;1.405.141;2.242.819;;;;;;;;;;-837.678;;;;;;;;;;;;2.379.832;-532.342;-81.706;;-450.636;1.847.490;;;-129.505;-129.505;;;;;;;;;;1.717.985;1.700.155;17.830;;;;;;;;;;;;;;;;;;2014;3190;REDE ENERGIA
valores;670.957;335.658;;;277.779;;;;;;;-14.859;;;;15.100;10.004;83.146;4.492;-142;-14.651;-2.973;-10.836;-5.876;;-5.885;;;-835.018;-451.698;;;;-383.320;;;;;;;;;;;;;;;;;;;;;;;;;-164.061;-310.508;-412;;;;;;;;;;;;;;;;;;;;-54.500;;;;;;;;;;;;;;;;;;;;;;;;;;;;36.221;;;;;;;;;;;;;;;;-325.679;-309.551;-16.128;;;;;;;;;;;;;;33.862;;;;;;;;;;;-474.569;;;;;;;98.565;201.977;;;;;;;;;;-103.412;;;;;;;;;;;;-376.004;95.241;-3.085;;98.326;-280.763;;;;;;;;;;;;;;-280.763;-280.173;-590;;;;;;;;;-0,73000;-0,73000;;;;-0,73000;-0,73000;;;2014;3204;CEEE-GT
valores;100.099;;;;;;;;;;;;;;;;;;;;;;;;;;;;-41.969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58.130;-56.943;-2.126;;;;;;;;;;;;;;;;;;;;-45.819;-45.800;-19;;;;;;;;;;;;;;;;;;;;;;;;;;7.240;;;;;;;;;;;;;;;;-16.238;;;;;;;;;;;;;;;;;;;;;;;;;;;1.187;;;;;;;-4.229;9.685;;;;;;;;;;-13.914;;;;;;;;;;;;-3.042;5.157;-1.870;;7.027;2.115;;;;;;;;;;;;;;2.115;2.136;-21;;;;;;;;;0,00000;0,00000;0,00000;;;;;;;2014;3298;HABITASUL
valores;193.874;;;;;;;;;;;;;;;;;;;;;;;;;;;;-149.315;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.559;-33.330;-24.173;;;;;;;;;;;;;;;;;;;;-12.653;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.703;;;;;;;;;;;;;;;;-2.207;;;;;;;;;;;;;;;;;;;;;;;;;;;11.229;;;;;;;3.241;24.790;;;;;;;;;;-21.549;;;;;;;;;;;;14.470;-2.846;-226;;-2.620;11.624;;;-195;-195;;;;;;;;;;11.429;11.526;-97;;;;;;;;;;;;;;;;;;2014;3395;IND CATAGUAS
valores;269.185;;;;;;;;;;;;;;;;;;;;;;;;;;;;-65.386;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;203.799;-145.986;-49.528;;;;;;;;;;;;;;;;;;;;-54.170;-34.630;-19.540;;;;;;;;;;;;;;;;;;;;;;;;;;7.087;;;;;;;;;;;;;;;;-49.339;;;;;;;;;;;;;;;;-36;;;;;;;;;;;57.813;;;;;;;-21.640;4.071;;;;;;;;;;-25.711;;;;;;;;;;;;36.173;-2.693;-4.707;;2.014;33.480;;;;;;;;;;;;;;33.480;33.480;;;;;;;;;;;;;;;;;;;2014;3654;MELHOR SP
valores;42.546.339;;;;;;;;;;;;;;;;;;;;;;;;;;;;-37.406.328;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.140.011;-2.241.025;-691.021;;;;;;;;;;;;;;;;;;;;-2.036.926;;;;;;;;;;;;;;;;;;;;;-339.374;;;;;;;874.963;238.435;636.528;;;;;;;;;;;;;;-150.542;;;;;;;;;;;;;;;;101.875;;;;;;;;;;;2.898.986;;;;;;;-1.561.002;312.740;276.249;;36.491;;;;;;;-1.873.742;-1.397.375;-476.367;;;;;;;;;;1.337.984;150.389;-571.926;;722.315;1.488.373;;;;;;;;;;;;;;1.488.373;1.402.873;85.500;;;;;;;;;0,82000;0,82000;;;;0,82000;0,82000;;;2014;3980;GERDAU
valores;16.126.232;;;;;;;;;;;;;;;;;;;;;;;;;;;;-11.592.382;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.533.850;-1.715.837;-1.041.975;;;;;;;;;;;;;;;;;;;;-438.383;;;;;;;;;;;;;;;;;;;;;;;;;;;;90.488;;;;;;;;;;;;;;;;-657.127;;;;;;;;;;;;;;;;331.160;;;;;;;;;;;2.818.013;;;;;;;-3.081.433;171.552;;;;;;;;;;-3.252.985;-149.007;-3.103.978;;;;;;;;;;-263.420;151.153;;;;-112.267;;;;;;;;;;;;;;-112.267;-105.218;-7.049;;;;;;;;;-0,07443;;;;;-0,07443;;;;2014;4030;SID NACIONAL
valores;406.434;;;;;;;;;;;;;;;;;;;;;;;;;;;;-339.453;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66.981;-56.101;-35.836;;;;;;;;;;;;;;;;;;;;-22.959;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.694;-2.275;4.969;;;;;;;;;;;;;;;;;;;;;;;;;10.880;;;;;;;-10.284;4.493;2.933;1.560;;;;;;;;-14.777;-11.309;-3.468;;;;;;;;;;596;363;259;;104;959;;;;;;;;;;;;;;959;959;;;;;;;;;;0,02430;0,02680;;;;0,02430;0,02680;;;2014;4081;SANTANENSE
valores;332.851;;;;;;;;;;;;;;;;;;;;;;;;;;;;-216.137;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;116.714;-163.789;-90.691;;;;;;;;;;;;;;;;;;;;-30.169;;;;;;;;;;;;;;;;;;;;;;;;;;;;31.143;;;;;;;;;;;;;;;;-74.072;;;;;;;;;;;;;;;;;;;;;;;;;;;-47.075;;;;;;;-52.905;7.795;;;;;;;;;;-60.700;;;;;;;;;;;;-99.980;-8.050;-147;;-7.903;-108.030;;;0;;;;;;;;;;;-108.030;-108.030;;;;;;;;;;-0,80752;-0,93338;;;;-1,39000;-1,61000;;;2014;4146;KARSTEN
valores;88.274.564;;;;;;;;;;;;;;;;;;;;;;;;;;;;-59.085.904;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29.188.660;-11.616.062;-203.459;;;;;;;;;;;;;;;;;;;;-2.399.982;;;;;;;;;;;;;;;;;;;;;-2.783.737;;;;;;;-440.774;;;;;;;;;;;;;;;;-6.929.791;;;;;;;;;;;;;;;;1.141.681;;;;;;;;;;;17.572.598;;;;;;;-14.753.163;8.667.498;;;;;;;;;;-23.420.661;;;;;;;;;;;;2.819.435;-2.599.847;-2.352.120;;-247.727;219.588;;;0;;;;;;;;;;;219.588;954.384;-734.796;;;;;;;;;0,18520;0,18520;;;;0,18520;0,18520;;;2014;4170;VALE
valores;419.722.428;408.645.714;;;3.782.028;;;7.294.686;;;;;;;;;;;;;;;;;;;;;-210.565.863;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;209.156.565;-148.586.698;-109.232.504;;;;;;;;;;;;;;;;;;;;-35.584.521;-21.735.129;-2.301.242;-11.548.150;;;;;;;;;;;;;;;;;;;;;;;;;5.290.757;;;;;;;;;;;;;;;;-9.060.430;-7.076.794;-1.983.636;;;;;;;;;;;;;;;;;;;;;;;;;60.569.867;;;;;;;22.135.728;32.454.820;3.087.661;28.287.161;1.079.998;;;;;;;-10.319.092;-8.548.988;-1.770.104;0;0;;;;;;;;82.705.595;-23.242.355;-23.242.355;;;59.463.240;;;;;;;;;;;;;;59.463.240;59.463.205;35;;;;;;;;;;;;;;;;;;2014;4537;GRAZZIOTIN
valores;4.728.129;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.824.128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.904.001;-2.271.367;-1.789.743;;;;;;;;;;;;;;;;;;;;-485.068;-470.344;-14.724;;;;;;;;;;;;;;;;;;;;;;;;;;3.444;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;632.634;;;;;;;-29.805;70.469;;;;;;;;;;-100.274;;;;;;;;;;;;602.829;-122.719;-190.561;;67.842;480.110;;;;;;;;;;;;;;480.110;480.110;;;;;;;;;;7,32769;8,06045;;;;;;;;2014;4669;GUARARAPES
valores;24.676;;;;;;;;;;;;;;;;;;;;;;;;;;;;-88.894;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-64.218;83.687;;;;;;;;;;;;;;;;;;;;;-143.714;-54.383;-54.100;-1.891;-33.340;;;;;;;;;;;;;;;;;;;;;;;;446.097;442.917;3.180;;;;;;;;;;;;;;-258.306;-258.306;0;;;;;;;;;;;;;;39.610;;;;;;;;;;;19.469;;;;;;;69.990;189.041;;;;;;;;;;-119.051;;;;;;;;;;;;89.459;-22.541;;;;66.918;;;;;;;;;;;;;;66.918;41.084;25.834;;;;;;;;;0,53375;0,58713;;;;0,55785;0,55785;;;2014;4707;ALFA CONSORC
valores;45.025;;;;;;;;;;;;;;;;;;;;;;;;;;;;-23.663;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.362;-11.871;;;;;;;;;;;;;;;;;;;;;-13.393;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;136;;;;;;;;;;;;;;;;1.386;;;;;;;;;;;9.491;;;;;;;264;893;;;;;;;;;;-629;;;;;;;;;;;;9.755;-1.414;-2.163;;749;8.341;;;;;;;;;;;;;;8.341;8.341;;;;;;;;;;22,41000;22,41000;;;;22,41000;22,41000;;;2014;4723;CONST A LIND
valores;46.031.389;;;;;;;;;;;;;;;;;;;;;;;;;;;;-40.057.341;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.974.048;-2.404.840;-1.155.800;-1.155.800;;;;;;;;;;;;;;;;;;;-1.348.565;-1.210.124;-138.441;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;;;;;;95.596;;;;;;;;;;;;;;;;3.929;;;;;;;;;;;3.569.208;;;;;;;-2.390.643;355.221;;;;;;;;;;-2.745.864;;;;;;;;;;;;1.178.565;-452.264;-57.806;;-394.458;726.301;;;0;0;0;;0;;;;;;;726.301;864.064;-137.763;;;;;;;;;1,08570;1,08570;0,60620;;;1,08570;1,08570;0,60620;;2014;4820;BRASKEM
valores;15.170;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8.378;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.792;-4.604;;;;;;;;;;;;;;;;;;;;;-4.599;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;-5;;;;;;;;;;;;;;;;;;;;;;;;;;;2.188;;;;;;;-305;147;;;;;;;;;;-452;;;;;;;;;;;;1.883;-614;-614;;;1.269;;;;;;;;;;;;;;1.269;1.269;;;;;;;;;;54,81000;54,81000;;;;;;;;2014;4863;COR RIBEIRO
valores;396.303;;;;;;;;;;;;;;;;;;;;;;;;;;;;-268.559;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;127.744;-86.185;-64.777;;;;;;;;;;;;;;;;;;;;-22.933;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.547;;;;;;;;;;;;;;;;-6.022;;;;;;;;;;;;;;;;;;;;;;;;;;;41.559;;;;;;;6.430;12.971;;;;;;;;;;-6.541;;;;;;;;;;;;47.989;-5.722;-3.142;;-2.580;42.267;;;;;;;;;;;;;;42.267;42.238;29;;;;;;;;;0,70000;0,70000;;;;;;;;2014;5207;DOHLER
valores;380.053;;;;;;;;;;;;;;;;;;;;;;;;;;;;-254.293;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;125.760;-117.646;-78.703;;;;;;;;;;;;;;;;;;;;-37.308;-34.562;-2.746;;;;;;;;;;;;;;;;;;;;;;;;;;1.585;;;;;;;;;;;;;;;;-3.220;;;;;;;;;;;;;;;;;;;;;;;;;;;8.114;;;;;;;-61.458;36;;;;;;;;;;-61.494;-43.427;-18.067;;;;;;;;;;-53.344;24.622;-3.005;;27.627;-28.722;;;;;;;;;;;;;;-28.722;-28.911;189;;;;;;;;;;;;;;;;;;2014;5312;MUNDIAL
valores;7.840.757;;;;;;;;;;;;;;;;;;;;;;;;;;;;-5.356.260;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.484.497;-1.390.145;-820.471;;;;;;;;;;;;;;;;;;;;-386.112;-20.148;-365.964;;;;;;;;;;;;;;;;;;;;;;;;;;15.902;;;;;;;;;;;;;;;;-199.464;;;;;;;;;;;;;;;;;;;;;;;;;;;1.094.352;;;;;;;133.577;785.503;;;;;;;;;;-651.926;;;;;;;;;;;;1.227.929;-265.613;-271.583;;5.970;962.316;;;;;;;;;;;;;;962.316;954.726;7.590;;;;;;;;;1,18365;;;;;1,18273;;;;2014;5410;WEG
valores;978.154;;;;;;;;;;;;;;;;;;;;;;;;;;;;-593.879;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;384.275;-256.479;-116.528;;;;;;;;;;;;;;;;;;;;-122.465;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.629;;;;;;;;;;;;;;;;-15.439;;;;;;;;;;;;;;;;-13.676;;;;;;;;;;;127.796;;;;;;;2.288;54.962;;;;;;;;;;-52.674;;;;;;;;;;;;130.084;-44.924;-41.309;;-3.615;85.160;;;;;;;;;;;;;;85.160;85.159;1;;;;;;;;;0,48000;;;;;0,48000;;;;2014;5762;ETERNIT
valores;1.114.668;;;;;;;;;;;;;;;;;;;;;;;;;;;;-775.032;43.291;;;;-818.323;;;;;;;;;;;;;;;;;;;;;;;;;339.636;-235.937;-159.241;;;;;;;;;;;;;;;;;;;;-54.399;-46.708;-7.691;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;-22.297;;;;;;;;;;;;;;;;;;;;;;;;;;;103.699;;;;;;;-61.445;;;;;;;;;;;-61.445;;;;;;;;;;;;42.254;-14.878;-9.686;;-5.192;27.376;;;6;6;6;;;;;;;;;27.382;27.382;;;;;;;;;;0,87000;0,45000;;;;;;;;2014;5770;EUCATEX
valores;591.536;;;;;;;;;;;;;;;;;;;;;;;;;;;;-450.272;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;141.264;-234.124;-113.750;;;;;;;;;;;;;;;;;;;;-78.916;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.969;;;;;;;;;;;;;;;;-52.285;;;;;;;;;;;;;;;;-1.142;;;;;;;;;;;-92.860;;;;;;;-92.181;129.789;;;;;;;;;;-221.970;;;;;;;;;;;;-185.041;-381;-479;;98;-185.422;;;0;0;;;;;;;;;;-185.422;-185.422;;;;;;;;;;-13,89200;-13,89200;;;;-13,89200;-13,89200;;;2014;6173;FORJA TAURUS
valores;764.677;;;;;;;;;;;;;;;;;;;;;;;;;;;;-560.041;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;204.636;-138.009;-69.878;;;;;;;;;;;;;;;;;;;;-55.815;-52.387;-3.428;;;;;;;;;;;;;;;;;;;;;;;;;;2.467;;;;;;;;;;;;;;;;-14.783;;;;;;;;;;;;;;;;;;;;;;;;;;;66.627;;;;;;;-8.910;69.399;;;;;;;;;;-78.309;;;;;;;;;;;;57.717;-12.606;;;;45.111;;;;;;;;;;;;;;45.111;45.002;109;;;;;;;;;0,36000;0,00000;;;;;;;;2014;6211;FRAS-LE
valores;3.114.661;;;;;;;;;;;;;;;;;;;;;;;;;;;;-2.547.808;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;566.853;-361.951;-124.058;;;;;;;;;;;;;;;;;;;;-101.826;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-136.067;;;;;;;;;;;;;;;;;;;;;;;;;;;204.902;;;;;;;-37.697;93.746;;;;;;;;;;-131.443;;;;;;;;;;;;167.205;-77.993;-35.639;;-42.354;89.212;;;;;;;;;;;;;;89.212;89.212;;;;;;;;;;0,61877;;;;;0,61799;;;;2014;6343;TUPY
valores;22.674.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;-15.319.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.355.000;-5.264.000;-4.557.000;;;;;;;;;;;;;;;;;;;;-531.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.000;0;20.000;;;;;;;;;;;;;;-199.000;-139.000;;0;-60.000;;;;;;;;;;;;3.000;;;;;;;;;;;2.091.000;;;;;;;-679.000;357.000;;;;;;;;;;-1.036.000;;;;;;;;;;;;1.412.000;-474.000;-287.000;;-187.000;938.000;;;0;;;;;;;;;;;938.000;938.000;0;;;;;;;;;0,72671;0,72671;;;;0,72522;0,72652;;;2014;6505;VIAVAREJO
valores;169.704;169.704;;;;;;;;;;;;;;;;;;;;;;;;;;;-50.607;-50.607;;;;;;;;;;;;;;;;;;;;;;;;;;;;;119.097;-94.659;-11.079;;;;;;;;;;;;;;;;;;;;-82.365;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.266;;;;;;;;;;;;;;;;-8.129;;;;;;;;;;;;;;;;1.648;-32;1.680;;;;;;;;;24.438;;;;;;;-23.247;14.224;;;;;;;;;;-37.471;;;;;;;;;;;;1.191;-1.711;-3.235;;1.524;-520;;;-312;-312;;;;;;;;;;-832;-832;;;;;;;;;;-0,00453;;;;;;;;;2014;6700;HOTEIS OTHON
