;Evento;Aprovação;Início Pagamento;Espécie de Ação;Classe de Ação;Provento por Ação (Reais/Ação);ano;cvm;empresa_descr
1;Reunião do Conselho de Administração;12/02/2015;26/06/2015      ;Preferencial;              ;0,03267;2014;14320;USIMINAS
0;Reunião do Conselho de Administração;03/06/2014;27/06/2014      ;Ordinária;              ;0,36319;2014;14346;WHIRLPOOL
1;Reunião do Conselho de Administração;03/06/2014;27/06/2014      ;Preferencial;              ;0,39950;2014;14346;WHIRLPOOL
2;Reunião do Conselho de Administração;05/11/2014;24/11/2014      ;Ordinária;              ;0,27416;2014;14346;WHIRLPOOL
3;Reunião do Conselho de Administração;05/11/2014;24/11/2014      ;Preferencial;              ;0,30158;2014;14346;WHIRLPOOL
4;Reunião do Conselho de Administração;09/12/2014;23/12/2014      ;Ordinária;              ;0,08064;2014;14346;WHIRLPOOL
5;Reunião do Conselho de Administração;09/12/2014;23/12/2014      ;Preferencial;              ;0,08870;2014;14346;WHIRLPOOL
0;Assembléia Geral Ordinária;28/04/2014;27/06/2014      ;Ordinária;              ;0,42307;2014;14460;CYRELA REALT
0;Assembléia Geral Ordinária          ;27/03/2014;27/05/2014      ;Ordinária;              ;0,16369;2014;14664;SCHULZ
1;Assembléia Geral Ordinária          ;27/03/2014;27/05/2014      ;Preferencial;              ;0,18006;2014;14664;SCHULZ
2;Reunião do Conselho de Administração;14/11/2014;28/11/2014      ;Preferencial;              ;0,14859;2014;14664;SCHULZ
3;Reunião do Conselho de Administração;14/11/2014;28/11/2014      ;Ordinária;              ;0,13508;2014;14664;SCHULZ
0;Assembléia Geral Ordinária e Extraordinária;23/04/2014;28/05/2014      ;Ordinária;              ;0,30370;2014;14761;CIA HERING
1;Reunião do Conselho de Administração       ;21/05/2014;27/06/2014      ;Ordinária;              ;0,13930;2014;14761;CIA HERING
2;Reunião do Conselho de Administração       ;15/10/2014;29/10/2014      ;Ordinária;              ;0,30370;2014;14761;CIA HERING
3;Reunião do Conselho de Administração       ;12/12/2014;22/12/2014      ;Ordinária;              ;0,13950;2014;14761;CIA HERING
0;Reunião do Conselho de Administração       ;24/04/2014;15/05/2014      ;Ordinária;              ;0,12727;2014;14826;P.ACUCAR-CBD
1;Reunião do Conselho de Administração       ;24/04/2014;15/05/2014      ;Preferencial;              ;0,14000;2014;14826;P.ACUCAR-CBD
2;Assembléia Geral Ordinária e Extraordinária;16/04/2014;13/06/2014      ;Ordinária;              ;0,88896;2014;14826;P.ACUCAR-CBD
3;Assembléia Geral Ordinária e Extraordinária;16/04/2014;13/06/2014      ;Preferencial;              ;0,97785;2014;14826;P.ACUCAR-CBD
4;Reunião do Conselho de Administração       ;22/07/2014;13/08/2014      ;Ordinária;              ;0,12727;2014;14826;P.ACUCAR-CBD
5;Reunião do Conselho de Administração       ;22/07/2014;13/08/2014      ;Preferencial;              ;0,14000;2014;14826;P.ACUCAR-CBD
6;Reunião do Conselho de Administração       ;30/10/2014;21/11/2014      ;Ordinária;              ;0,12727;2014;14826;P.ACUCAR-CBD
7;Reunião do Conselho de Administração       ;30/10/2014;21/11/2014      ;Preferencial;              ;0,14000;2014;14826;P.ACUCAR-CBD
0;Assembléia Geral Extraordinária     ;05/05/2014;05/05/2014      ;Preferencial;Preferencial Classe C;14,35595;2014;15091;LITEL
1;Assembléia Geral Extraordinária     ;05/05/2014;05/05/2014      ;Preferencial;Preferencial Classe C;193,00000;2014;15091;LITEL
2;Reunião do Conselho de Administração;30/06/2014;                ;Ordinária;                     ;2,20130;2014;15091;LITEL
3;Reunião do Conselho de Administração;30/06/2014;                ;Preferencial;Preferencial Classe A;2,20130;2014;15091;LITEL
4;Reunião do Conselho de Administração;29/12/2014;                ;Ordinária;                     ;2,17141;2014;15091;LITEL
5;Reunião do Conselho de Administração;29/12/2014;                ;Preferencial;                     ;2,17141;2014;15091;LITEL
6;Assembléia Geral Extraordinária     ;05/11/2014;05/11/2014      ;Preferencial;Preferencial Classe C;15,32245;2014;15091;LITEL
7;Assembléia Geral Extraordinária     ;05/11/2014;05/11/2014      ;Preferencial;Preferencial Classe C;193,00000;2014;15091;LITEL
0;Reunião do Conselho de Administração;27/03/2015;28/12/2015      ;Preferencial;              ;5,84000;2014;1520;BARDELLA
0;Reunião do Conselho de Administração;19/08/2014;15/09/2014      ;Ordinária;              ;0,05600;2014;15253;ENERGISA
1;Reunião do Conselho de Administração;19/08/2014;11/09/2014      ;Preferencial;              ;0,05600;2014;15253;ENERGISA
0;Reunião do Conselho de Administração       ;18/09/2014;01/10/2014      ;Ordinária;              ;0,71611;2014;15539;NEOENERGIA
1;Reunião do Conselho de Administração       ;27/11/2014;17/12/2014      ;Ordinária;              ;0,12211;2014;15539;NEOENERGIA
2;Assembléia Geral Ordinária e Extraordinária;30/04/2014;21/05/2014      ;Ordinária;              ;0,01225;2014;15539;NEOENERGIA
0;Assembléia Geral Ordinária;27/04/2015;30/06/2015      ;Ordinária;              ;0,35000;2014;1562;BAUMER
1;Assembléia Geral Ordinária;27/04/2015;30/06/2015      ;Preferencial;              ;0,35000;2014;1562;BAUMER
0;Reunião do Conselho de Administração;19/12/2013;14/02/2014      ;Ordinária;              ;0,41292;2014;16292;BRF SA
1;Reunião do Conselho de Administração;18/06/2014;15/08/2014      ;Ordinária;              ;0,41423;2014;16292;BRF SA
2;Reunião do Conselho de Administração;18/12/2014;13/02/2015      ;Ordinária;              ;0,43441;2014;16292;BRF SA
3;Reunião do Conselho de Administração;18/12/2014;13/02/2015      ;Ordinária;              ;0,09972;2014;16292;BRF SA
0;Reunião do Conselho de Administração;29/10/2014;10/04/2015      ;Ordinária;              ;0,61987;2014;16659;PORTO SEGURO
1;Reunião do Conselho de Administração;11/12/2014;10/04/2015      ;Ordinária;              ;0,21034;2014;16659;PORTO SEGURO
0;Assembléia Geral Ordinária e Extraordinária;25/04/2014;24/06/2014      ;Ordinária;              ;23,37000;2014;1694;BIC MONARK
0;Reunião do Conselho de Administração;25/07/2014;26/11/2014      ;Ordinária;              ;0,58233;2014;17329;ENGIE BRASIL
1;Reunião do Conselho de Administração;24/10/2014;17/03/2015      ;Ordinária;              ;0,34164;2014;17329;ENGIE BRASIL
2;Reunião do Conselho de Administração;30/03/2015;                ;Ordinária;              ;0,26363;2014;17329;ENGIE BRASIL
0;Reunião do Conselho de Administração       ;25/02/2014;27/03/2014      ;Ordinária;              ;0,87101;2014;17671;TELEF BRASIL
1;Reunião do Conselho de Administração       ;25/02/2014;27/03/2014      ;Preferencial;              ;0,95811;2014;17671;TELEF BRASIL
2;Assembléia Geral Ordinária e Extraordinária;23/04/2014;27/05/2014      ;Preferencial;              ;0,12175;2014;17671;TELEF BRASIL
3;Assembléia Geral Ordinária e Extraordinária;23/04/2014;27/05/2014      ;Ordinária;              ;0,11068;2014;17671;TELEF BRASIL
4;Reunião do Conselho de Administração       ;18/07/2014;19/12/2014      ;Ordinária;              ;0,21153;2014;17671;TELEF BRASIL
5;Reunião do Conselho de Administração       ;18/07/2014;19/12/2014      ;Preferencial;              ;0,23268;2014;17671;TELEF BRASIL
6;Reunião do Conselho de Administração       ;18/08/2014;19/12/2014      ;Ordinária;              ;0,21251;2014;17671;TELEF BRASIL
7;Reunião do Conselho de Administração       ;18/08/2014;19/12/2014      ;Preferencial;              ;0,23377;2014;17671;TELEF BRASIL
8;Reunião do Conselho de Administração       ;19/09/2014;19/12/2014      ;Ordinária;              ;0,17758;2014;17671;TELEF BRASIL
9;Reunião do Conselho de Administração       ;19/09/2014;19/12/2014      ;Preferencial;              ;0,19533;2014;17671;TELEF BRASIL
10;Reunião do Conselho de Administração       ;20/10/2014;                ;Ordinária;              ;0,21705;2014;17671;TELEF BRASIL
11;Reunião do Conselho de Administração       ;20/10/2014;                ;Preferencial;              ;0,23875;2014;17671;TELEF BRASIL
12;Reunião do Conselho de Administração       ;17/11/2014;                ;Ordinária;              ;0,32883;2014;17671;TELEF BRASIL
13;Reunião do Conselho de Administração       ;17/11/2014;                ;Preferencial;              ;0,36171;2014;17671;TELEF BRASIL
14;Reunião do Conselho de Administração       ;18/12/2014;                ;Ordinária;              ;0,33748;2014;17671;TELEF BRASIL
15;Reunião do Conselho de Administração       ;18/12/2014;                ;Preferencial;              ;0,37122;2014;17671;TELEF BRASIL
0;Reunião do Conselho de Administração;16/12/2014;08/04/2015      ;Ordinária;              ;0,06947;2014;17892;SANTOS BRP
1;Reunião do Conselho de Administração;16/12/2014;08/04/2015      ;Preferencial;              ;0,06947;2014;17892;SANTOS BRP
2;Reunião do Conselho de Administração;16/12/2014;30/12/2014      ;Ordinária;              ;0,02273;2014;17892;SANTOS BRP
3;Reunião do Conselho de Administração;16/12/2014;30/12/2014      ;Preferencial;              ;0,02273;2014;17892;SANTOS BRP
0;Previsto no Estatuto da Empresa     ;18/03/2014;31/03/2014      ;Ordinária;              ;0,10324;2014;17973;KROTON
1;Reunião do Conselho de Administração;13/05/2014;26/05/2014      ;Ordinária;              ;0,24322;2014;17973;KROTON
2;Reunião do Conselho de Administração;03/07/2014;04/07/2014      ;Ordinária;              ;1,11721;2014;17973;KROTON
3;Reunião do Conselho de Administração;03/07/2014;04/07/2014      ;Ordinária;              ;0,68149;2014;17973;KROTON
0;Assembléia Geral Ordinária e Extraordinária;31/03/2014;31/07/2014      ;Ordinária;              ;0,19651;2014;18376;TRAN PAULIST
1;Assembléia Geral Ordinária e Extraordinária;31/03/2014;31/07/2014      ;Preferencial;              ;0,19651;2014;18376;TRAN PAULIST
2;Reunião do Conselho de Administração       ;11/08/2014;29/08/2014      ;Ordinária;              ;0,19651;2014;18376;TRAN PAULIST
3;Reunião do Conselho de Administração       ;11/08/2014;29/08/2014      ;Preferencial;              ;0,19651;2014;18376;TRAN PAULIST
4;Reunião do Conselho de Administração       ;24/11/2014;05/12/2014      ;Ordinária;              ;1,02319;2014;18376;TRAN PAULIST
5;Reunião do Conselho de Administração       ;24/11/2014;05/12/2014      ;Preferencial;              ;1,02319;2014;18376;TRAN PAULIST
0;Reunião do Conselho de Administração;06/08/2014;22/08/2014      ;Ordinária;              ;0,71000;2014;18465;ULTRAPAR
1;Reunião do Conselho de Administração;19/02/2014;12/03/2014      ;Ordinária;              ;0,71000;2014;18465;ULTRAPAR
0;Assembléia Geral Extraordinária     ;29/04/2014;08/05/2014      ;Ordinária;              ;0,59006;2014;18660;CPFL ENERGIA
1;Reunião do Conselho de Administração;27/08/2014;01/10/2014      ;Ordinária;              ;0,43875;2014;18660;CPFL ENERGIA
0;Assembléia Geral Ordinária e Extraordinária;30/04/2012;29/06/2012      ;Ordinária;              ;1,07393;2014;18708;PAR AL BAHIA
1;Assembléia Geral Ordinária e Extraordinária;30/04/2012;29/06/2012      ;Preferencial;              ;1,18130;2014;18708;PAR AL BAHIA
2;Assembléia Geral Ordinária                 ;30/04/2013;03/06/2013      ;Ordinária;              ;1,43172;2014;18708;PAR AL BAHIA
3;Assembléia Geral Ordinária                 ;30/04/2013;03/06/2013      ;Preferencial;              ;1,57490;2014;18708;PAR AL BAHIA
4;Assembléia Geral Ordinária                 ;30/04/2014;20/06/2014      ;Ordinária;              ;2,32813;2014;18708;PAR AL BAHIA
5;Assembléia Geral Ordinária                 ;30/04/2014;20/06/2014      ;Preferencial;              ;2,56094;2014;18708;PAR AL BAHIA
6;Proposta                                   ;25/03/2015;                ;Ordinária;              ;2,51843;2014;18708;PAR AL BAHIA
7;Proposta                                   ;25/03/2015;                ;Preferencial;              ;2,77028;2014;18708;PAR AL BAHIA
0;Reunião do Conselho de Administração;28/04/2014;15/05/2014      ;Ordinária;              ;0,33042;2014;18724;BRADESPAR
1;Reunião do Conselho de Administração;28/04/2014;15/05/2014      ;Preferencial;              ;0,36346;2014;18724;BRADESPAR
2;Reunião do Conselho de Administração;28/04/2014;15/05/2014      ;Ordinária;              ;0,41924;2014;18724;BRADESPAR
3;Reunião do Conselho de Administração;28/04/2014;15/05/2014      ;Preferencial;              ;0,46116;2014;18724;BRADESPAR
4;Reunião do Conselho de Administração;31/10/2014;14/11/2014      ;Ordinária;              ;0,49697;2014;18724;BRADESPAR
5;Reunião do Conselho de Administração;31/10/2014;14/11/2014      ;Preferencial;              ;0,54667;2014;18724;BRADESPAR
6;Reunião do Conselho de Administração;31/10/2014;14/11/2014      ;Ordinária;              ;0,31292;2014;18724;BRADESPAR
7;Reunião do Conselho de Administração;31/10/2014;14/11/2014      ;Preferencial;              ;0,34422;2014;18724;BRADESPAR
0;Assembléia Geral Ordinária          ;28/04/2014;06/05/2014      ;Ordinária;              ;0,00063;2014;18953;CPFL GERACAO
1;Assembléia Geral Ordinária          ;28/04/2014;06/05/2014      ;Preferencial;              ;0,00069;2014;18953;CPFL GERACAO
2;Assembléia Geral Ordinária          ;28/04/2014;06/05/2014      ;Ordinária;              ;0,00011;2014;18953;CPFL GERACAO
3;Assembléia Geral Ordinária          ;28/04/2014;06/05/2014      ;Preferencial;              ;0,00012;2014;18953;CPFL GERACAO
4;Reunião do Conselho de Administração;28/08/2014;01/10/2014      ;Ordinária;              ;0,00053;2014;18953;CPFL GERACAO
5;Reunião do Conselho de Administração;28/08/2014;01/10/2014      ;Preferencial;              ;0,00058;2014;18953;CPFL GERACAO
0;Assembléia Geral Ordinária e Extraordinária;25/04/2014;15/05/2014      ;Ordinária;              ;0,12308;2014;18970;AES TIETE E
1;Assembléia Geral Ordinária e Extraordinária;25/04/2014;15/05/2014      ;Preferencial;              ;0,12308;2014;18970;AES TIETE E
2;Reunião do Conselho de Administração       ;06/08/2014;25/09/2014      ;Ordinária;              ;0,31206;2014;18970;AES TIETE E
3;Reunião do Conselho de Administração       ;06/08/2014;25/09/2014      ;Preferencial;              ;0,31206;2014;18970;AES TIETE E
4;Reunião do Conselho de Administração       ;05/11/2014;25/11/2014      ;Ordinária;              ;0,03385;2014;18970;AES TIETE E
5;Reunião do Conselho de Administração       ;05/11/2014;25/11/2014      ;Preferencial;              ;0,03385;2014;18970;AES TIETE E
0;Reunião do Conselho de Administração;06/02/2012;03/02/2014      ;Ordinária;              ;0,01500;2014;19348;ITAUUNIBANCO
1;Reunião do Conselho de Administração;06/02/2012;03/02/2014      ;Preferencial;              ;0,01500;2014;19348;ITAUUNIBANCO
2;Reunião do Conselho de Administração;28/11/2013;28/02/2014      ;Ordinária;              ;0,20360;2014;19348;ITAUUNIBANCO
3;Reunião do Conselho de Administração;28/11/2013;28/02/2014      ;Preferencial;              ;0,20360;2014;19348;ITAUUNIBANCO
4;Reunião do Conselho de Administração;03/02/2014;28/02/2014      ;Ordinária;              ;0,52360;2014;19348;ITAUUNIBANCO
5;Reunião do Conselho de Administração;03/02/2014;28/02/2014      ;Preferencial;              ;0,52360;2014;19348;ITAUUNIBANCO
6;Reunião do Conselho de Administração;06/02/2012;05/03/2014      ;Ordinária;              ;0,01500;2014;19348;ITAUUNIBANCO
7;Reunião do Conselho de Administração;06/02/2012;05/03/2014      ;Preferencial;              ;0,01500;2014;19348;ITAUUNIBANCO
8;Reunião do Conselho de Administração;06/02/2012;01/04/2014      ;Ordinária;              ;0,01500;2014;19348;ITAUUNIBANCO
9;Reunião do Conselho de Administração;06/02/2012;01/04/2014      ;Preferencial;              ;0,01500;2014;19348;ITAUUNIBANCO
10;Reunião do Conselho de Administração;06/02/2012;02/05/2014      ;Ordinária;              ;0,01500;2014;19348;ITAUUNIBANCO
11;Reunião do Conselho de Administração;06/02/2012;02/05/2014      ;Preferencial;              ;0,01500;2014;19348;ITAUUNIBANCO
12;Reunião do Conselho de Administração;06/02/2012;02/06/2014      ;Ordinária;              ;0,01500;2014;19348;ITAUUNIBANCO
13;Reunião do Conselho de Administração;06/02/2012;02/06/2014      ;Preferencial;              ;0,01500;2014;19348;ITAUUNIBANCO
14;Reunião do Conselho de Administração;06/02/2012;01/07/2014      ;Ordinária;              ;0,01500;2014;19348;ITAUUNIBANCO
15;Reunião do Conselho de Administração;06/02/2012;01/07/2014      ;Preferencial;              ;0,01500;2014;19348;ITAUUNIBANCO
16;Reunião do Conselho de Administração;06/02/2012;01/08/2014      ;Ordinária;              ;0,01500;2014;19348;ITAUUNIBANCO
17;Reunião do Conselho de Administração;06/02/2012;01/08/2014      ;Preferencial;              ;0,01500;2014;19348;ITAUUNIBANCO
18;Reunião do Conselho de Administração;04/08/2014;25/08/2014      ;Ordinária;              ;0,32556;2014;19348;ITAUUNIBANCO
19;Reunião do Conselho de Administração;04/08/2014;25/08/2014      ;Preferencial;              ;0,32556;2014;19348;ITAUUNIBANCO
20;Reunião do Conselho de Administração;06/02/2012;01/09/2014      ;Ordinária;              ;0,01500;2014;19348;ITAUUNIBANCO
21;Reunião do Conselho de Administração;06/02/2012;01/09/2014      ;Preferencial;              ;0,01500;2014;19348;ITAUUNIBANCO
22;Reunião do Conselho de Administração;06/02/2012;01/10/2014      ;Ordinária;              ;0,01500;2014;19348;ITAUUNIBANCO
23;Reunião do Conselho de Administração;06/02/2012;01/10/2014      ;Preferencial;              ;0,01500;2014;19348;ITAUUNIBANCO
24;Reunião do Conselho de Administração;06/02/2012;03/11/2014      ;Ordinária;              ;0,01500;2014;19348;ITAUUNIBANCO
25;Reunião do Conselho de Administração;06/02/2012;03/11/2014      ;Preferencial;              ;0,01500;2014;19348;ITAUUNIBANCO
26;Reunião do Conselho de Administração;06/02/2012;01/12/2014      ;Ordinária;              ;0,01500;2014;19348;ITAUUNIBANCO
27;Reunião do Conselho de Administração;06/02/2012;01/12/2014      ;Preferencial;              ;0,01500;2014;19348;ITAUUNIBANCO
28;Reunião do Conselho de Administração;06/02/2012;02/01/2015      ;Ordinária;              ;0,01500;2014;19348;ITAUUNIBANCO
29;Reunião do Conselho de Administração;06/02/2012;02/01/2015      ;Preferencial;              ;0,01500;2014;19348;ITAUUNIBANCO
30;Reunião do Conselho de Administração;02/02/2015;26/02/2015      ;Ordinária;              ;0,30630;2014;19348;ITAUUNIBANCO
31;Reunião do Conselho de Administração;02/02/2015;26/02/2015      ;Preferencial;              ;0,30630;2014;19348;ITAUUNIBANCO
32;Reunião do Conselho de Administração;02/02/2015;26/02/2015      ;Ordinária;              ;0,53800;2014;19348;ITAUUNIBANCO
33;Reunião do Conselho de Administração;02/02/2015;26/02/2015      ;Preferencial;              ;0,53800;2014;19348;ITAUUNIBANCO
0;Reunião do Conselho de Administração;23/01/2014;28/02/2014      ;Ordinária;              ;1,25210;2014;19437;AGCONCESSOES
1;Reunião do Conselho de Administração;23/01/2014;28/02/2014      ;Preferencial;              ;1,37731;2014;19437;AGCONCESSOES
2;Reunião do Conselho de Administração;27/02/2014;28/02/2014      ;Ordinária;              ;0,42880;2014;19437;AGCONCESSOES
3;Reunião do Conselho de Administração;27/02/2014;28/02/2014      ;Preferencial;              ;0,47168;2014;19437;AGCONCESSOES
4;Reunião do Conselho de Administração;07/11/2014;14/11/2014      ;Ordinária;              ;1,11489;2014;19437;AGCONCESSOES
5;Reunião do Conselho de Administração;07/11/2014;14/11/2014      ;Preferencial;              ;1,22638;2014;19437;AGCONCESSOES
6;Reunião do Conselho de Administração;15/12/2014;29/12/2014      ;Ordinária;              ;0,68608;2014;19437;AGCONCESSOES
7;Reunião do Conselho de Administração;15/12/2014;29/12/2014      ;Preferencial;              ;0,75469;2014;19437;AGCONCESSOES
0;Reunião do Conselho de Administração;21/03/2014;20/05/2014      ;Ordinária;              ;0,29128;2014;19445;COPASA
1;Reunião do Conselho de Administração;23/06/2014;22/08/2014      ;Ordinária;              ;0,27974;2014;19445;COPASA
2;Reunião do Conselho de Administração;19/09/2014;18/11/2014      ;Ordinária;              ;0,27446;2014;19445;COPASA
3;Reunião do Conselho de Administração;18/03/2015;                ;Ordinária;              ;0,02054;2014;19445;COPASA
0;Reunião do Conselho de Administração;29/04/2014;15/05/2014      ;Ordinária;              ;0,87306;2014;19453;ECORODOVIAS
1;Reunião do Conselho de Administração;24/11/2014;10/12/2014      ;Ordinária;              ;0,23380;2014;19453;ECORODOVIAS
2;Reunião do Conselho de Administração;24/11/2014;10/12/2014      ;Ordinária;              ;0,17909;2014;19453;ECORODOVIAS
3;Reunião do Conselho de Administração;24/11/2014;10/12/2014      ;Ordinária;              ;0,11036;2014;19453;ECORODOVIAS
4;Reunião do Conselho de Administração;25/03/2014;10/12/2014      ;Ordinária;              ;0,03749;2014;19453;ECORODOVIAS
0;Reunião do Conselho de Administração;13/02/2014;23/04/2014      ;Ordinária;              ;0,36800;2014;19615;GRENDENE
1;Reunião do Conselho de Administração;24/04/2014;14/05/2014      ;Ordinária;              ;0,14000;2014;19615;GRENDENE
2;Reunião do Conselho de Administração;24/07/2014;13/08/2014      ;Ordinária;              ;0,09940;2014;19615;GRENDENE
3;Reunião do Conselho de Administração;23/10/2014;12/11/2014      ;Ordinária;              ;0,17810;2014;19615;GRENDENE
0;Assembléia Geral Ordinária;28/04/2014;16/06/2014      ;Ordinária;              ;0,10100;2014;19623;DASA
0;Reunião do Conselho de Administração       ;19/03/2014;14/05/2014      ;Ordinária;              ;0,06690;2014;19739;LOCALIZA
1;Reunião do Conselho de Administração       ;30/06/2014;28/08/2014      ;Ordinária;              ;0,07200;2014;19739;LOCALIZA
2;Reunião do Conselho de Administração       ;25/09/2014;19/11/2014      ;Ordinária;              ;0,07661;2014;19739;LOCALIZA
3;Reunião do Conselho de Administração       ;11/12/2014;30/01/2015      ;Ordinária;              ;0,08157;2014;19739;LOCALIZA
4;Assembléia Geral Ordinária e Extraordinária;29/04/2014;16/05/2014      ;Ordinária;              ;0,18538;2014;19739;LOCALIZA
5;Reunião do Conselho de Administração       ;18/12/2013;10/02/2014      ;Ordinária;              ;0,08076;2014;19739;LOCALIZA
0;Assembléia Geral Ordinária          ;29/04/2014;28/10/2014      ;Ordinária;              ;0,06138;2014;19763;ENERGIAS BR
1;Assembléia Geral Ordinária          ;29/04/2014;28/10/2014      ;Ordinária;              ;0,65397;2014;19763;ENERGIAS BR
2;Assembléia Geral Ordinária          ;29/04/2014;28/10/2014      ;Ordinária;              ;0,06317;2014;19763;ENERGIAS BR
3;Reunião do Conselho de Administração;29/12/2014;                ;Ordinária;              ;0,28029;2014;19763;ENERGIAS BR
0;Assembléia Geral Ordinária e Extraordinária;30/04/2014;30/05/2014      ;Ordinária;              ;0,31696;2014;19909;BR MALLS PAR
1;Reunião do Conselho de Administração       ;01/12/2014;19/12/2014      ;Ordinária;              ;0,15464;2014;19909;BR MALLS PAR
0;Reunião do Conselho de Administração;19/12/2013;15/01/2014      ;Ordinária;              ;0,11243;2014;19992;TOTVS
1;Assembléia Geral Ordinária          ;14/03/2014;10/04/2014      ;Ordinária;              ;0,71026;2014;19992;TOTVS
2;Reunião do Conselho de Administração;28/07/2014;20/08/2014      ;Ordinária;              ;0,13343;2014;19992;TOTVS
3;Reunião do Conselho de Administração;18/12/2014;14/01/2015      ;Ordinária;              ;0,12053;2014;19992;TOTVS
0;Reunião do Conselho de Administração;13/03/2014;09/04/2014      ;Ordinária;              ;0,05000;2014;20087;EMBRAER
1;Reunião do Conselho de Administração;10/06/2014;17/07/2014      ;Ordinária;              ;0,05000;2014;20087;EMBRAER
2;Reunião do Conselho de Administração;11/09/2014;10/10/2014      ;Ordinária;              ;0,05000;2014;20087;EMBRAER
3;Reunião do Conselho de Administração;04/12/2014;09/01/2015      ;Ordinária;              ;0,01200;2014;20087;EMBRAER
0;Reunião do Conselho de Administração;27/03/2014;10/04/2014      ;Ordinária;              ;0,01609;2014;20125;ODONTOPREV
1;Assembléia Geral Ordinária          ;01/04/2014;11/06/2014      ;Ordinária;              ;0,10950;2014;20125;ODONTOPREV
2;Reunião do Conselho de Administração;29/04/2014;04/06/2014      ;Ordinária;              ;0,09376;2014;20125;ODONTOPREV
3;Reunião do Conselho de Administração;24/06/2014;10/07/2014      ;Ordinária;              ;0,01632;2014;20125;ODONTOPREV
4;Reunião do Conselho de Administração;29/07/2014;03/09/2014      ;Ordinária;              ;0,07361;2014;20125;ODONTOPREV
5;Reunião do Conselho de Administração;16/09/2014;08/10/2014      ;Ordinária;              ;0,01479;2014;20125;ODONTOPREV
6;Reunião do Conselho de Administração;28/10/2014;03/12/2014      ;Ordinária;              ;0,07057;2014;20125;ODONTOPREV
7;Reunião do Conselho de Administração;16/12/2014;07/01/2015      ;Ordinária;              ;0,01478;2014;20125;ODONTOPREV
8;Proposta                            ;          ;                ;Ordinária;              ;0,10336;2014;20125;ODONTOPREV
0;Assembléia Geral Ordinária          ;30/04/2014;28/05/2014      ;Ordinária;              ;0,02457;2014;20257;TAESA
1;Assembléia Geral Ordinária          ;30/04/2014;28/05/2014      ;Preferencial;              ;0,02457;2014;20257;TAESA
2;Assembléia Geral Ordinária          ;30/04/2014;28/05/2014      ;Ordinária;              ;0,37569;2014;20257;TAESA
3;Assembléia Geral Ordinária          ;30/04/2014;28/05/2014      ;Preferencial;              ;0,37569;2014;20257;TAESA
4;Reunião do Conselho de Administração;26/09/2014;06/10/2014      ;Ordinária;              ;0,38704;2014;20257;TAESA
5;Reunião do Conselho de Administração;26/09/2014;06/10/2014      ;Preferencial;              ;0,38704;2014;20257;TAESA
6;Reunião do Conselho de Administração;04/12/2014;17/12/2014      ;Ordinária;              ;0,19062;2014;20257;TAESA
7;Reunião do Conselho de Administração;04/12/2014;17/12/2014      ;Preferencial;              ;0,19062;2014;20257;TAESA
0;Reunião do Conselho de Administração;15/12/2014;24/04/2015      ;Ordinária;              ;1,21297;2014;20338;M.DIASBRANCO
0;Assembléia Geral Ordinária e Extraordinária;30/04/2014;14/05/2014      ;Ordinária;              ;0,13340;2014;20346;PROFARMA
0;Previsto no Estatuto da Empresa;20/02/2014;16/12/2014      ;Ordinária;              ;0,45491;2014;20362;POSITIVO TEC
0;Assembléia Geral Ordinária e Extraordinária;09/05/2014;16/06/2014      ;Ordinária;              ;0,20208;2014;20370;LOPES BRASIL
1;Assembléia Geral Ordinária e Extraordinária;09/05/2014;16/06/2014      ;Ordinária;              ;0,17071;2014;20370;LOPES BRASIL
0;Assembléia Geral Ordinária e Extraordinária;23/04/2014;23/06/2014      ;Ordinária;              ;0,52419;2014;20451;RNI
0;Assembléia Geral Ordinária e Extraordinária;20/05/2014;30/05/2014      ;Ordinária;              ;0,28799;2014;20524;EVEN
0;Reunião do Conselho de Administração;26/09/2013;26/02/2014      ;Ordinária;              ;0,05668;2014;20532;SANTANDER BR
1;Reunião do Conselho de Administração;26/09/2013;26/02/2014      ;Preferencial;              ;0,06235;2014;20532;SANTANDER BR
2;Reunião do Conselho de Administração;30/12/2013;26/02/2014      ;Ordinária;              ;0,03594;2014;20532;SANTANDER BR
3;Reunião do Conselho de Administração;30/12/2013;26/02/2014      ;Preferencial;              ;0,03954;2014;20532;SANTANDER BR
4;Reunião do Conselho de Administração;30/12/2013;26/02/2014      ;Ordinária;              ;0,09008;2014;20532;SANTANDER BR
5;Reunião do Conselho de Administração;30/12/2013;26/02/2014      ;Preferencial;              ;0,09909;2014;20532;SANTANDER BR
6;Reunião do Conselho de Administração;26/03/2014;28/08/2014      ;Ordinária;              ;0,01260;2014;20532;SANTANDER BR
7;Reunião do Conselho de Administração;26/03/2014;28/08/2014      ;Preferencial;              ;0,01386;2014;20532;SANTANDER BR
8;Reunião do Conselho de Administração;26/03/2014;28/08/2014      ;Ordinária;              ;0,01517;2014;20532;SANTANDER BR
9;Reunião do Conselho de Administração;26/03/2014;28/08/2014      ;Preferencial;              ;0,01669;2014;20532;SANTANDER BR
10;Reunião do Conselho de Administração;25/06/2014;28/08/2014      ;Ordinária;              ;0,05050;2014;20532;SANTANDER BR
11;Reunião do Conselho de Administração;25/06/2014;28/08/2014      ;Preferencial;              ;0,05555;2014;20532;SANTANDER BR
